epoch,train_loss,val_loss,learning_rate
1,4.232157082435412,4.062780964942205,0.001
2,3.78964804258102,3.5708478348595754,0.000999972584682756
3,3.5873720596998164,3.4581502108346847,0.0009998903417374227
4,3.4969228182083523,3.402420611608596,0.0009997532801828658
5,3.4432339570461177,3.4297989095960344,0.0009995614150494292
6,3.4140842816768546,3.4411844242186773,0.000999314767377287
7,3.387840312566513,3.335701062565758,0.0009990133642141358
8,3.373853787397727,3.298275272051493,0.000998657238612229
9,3.3480961224971675,3.324804885046823,0.0009982464296247522
10,3.3136726134862657,3.2404530332202004,0.00099778098230154
11,3.1915373019683053,3.031206863267081,0.0009972609476841367
12,2.865386833288731,2.5759560550962175,0.0009966863828001983
13,2.4794844223902777,2.276299297809601,0.0009960573506572392
14,2.2033946721981734,2.0610941847165427,0.000995373920235722
15,1.9591634463041256,1.8577200770378113,0.0009946361664814943
16,1.7810514746568142,1.9052954117457073,0.000993844170297569
17,1.674337358963795,1.5844763687678747,0.0009929980185352527
18,1.5810929636160533,1.5716314372562228,0.000992097803984621
19,1.4727330432488368,1.6872969255560921,0.0009911436253643446
20,1.3858364222905575,1.445065743866421,0.0009901355873108612
21,1.2989279286983686,1.3295144807724726,0.000989073800366903
22,1.3384458534228496,1.3098205356370836,0.0009879583809693738
23,1.3170894700747269,1.4532511844521476,0.0009867894514365802
24,1.247564433935361,1.2590809549604143,0.0009855671399548183
25,1.1982884818926836,1.2650052592867898,0.0009842915805643158
26,1.2133953320674407,1.2508149842421215,0.0009829629131445344
27,1.1100935358649646,1.1763546083654677,0.0009815812833988294
28,1.0876939242084822,1.2263238571939015,0.0009801468428384719
29,1.1277110763085194,1.2180562516053517,0.000978659748766034
30,1.0567569851111143,1.071324267557689,0.0009771201642581387
31,1.0255179217228523,1.151065842736335,0.0009755282581475771
32,0.9660381842500124,1.0732164978981018,0.0009738842050047931
33,0.9541562834611306,0.9792371853476479,0.0009721881851187409
34,0.9433210764557888,0.9606482783953348,0.0009704403844771131
35,0.8342771666936385,1.0896340778895788,0.0009686409947459461
36,0.8248516281636862,0.8281727635434696,0.0009667902132486011
37,0.7594700747575516,0.9114433668908619,0.000964888242944126
38,0.7568368808963359,0.9770237228700093,0.0009629352924049977
39,0.731275019966639,0.9384698562678837,0.0009609315757942507
40,0.7151042551948474,0.9687768604074206,0.0009588773128419909
41,0.6886801762076524,0.6857254476774306,0.0009567727288213008
42,0.6032428970703712,0.6237922562729745,0.0009546180545235346
43,0.5886164342745757,0.6833570340559596,0.0009524135262330101
44,0.5725122949251762,0.5706751830875874,0.0009501593857010972
45,0.5478350236247748,0.651376081719285,0.0009478558801197068
46,0.5095117479944841,0.6969564670608157,0.0009455032620941841
47,0.5379936632055503,0.6796726446066584,0.0009431017896156075
48,0.5094329748398219,0.6329515613615513,0.0009406517260324962
49,0.47615308578197774,0.8283317404843512,0.000938153340021932
50,0.45380223932174535,0.4694797554541202,0.0009356069055600951
51,0.4830332681154593,0.5042670347860881,0.0009330127018922197
52,0.42514414252379,0.5117923743313267,0.0009303710135019722
53,0.4065590295271996,0.4733966175644171,0.0009276821300802536
54,0.3920691254047247,0.3430343170960744,0.0009249463464934323
55,0.30381949146588644,0.5295999970819268,0.0009221639627510079
56,0.3104309301727857,0.4760530690352122,0.0009193352839727124
57,0.2871649570954152,0.42944270957793507,0.0009164606203550501
58,0.31790645328851846,0.41551467971432776,0.0009135402871372812
59,0.21846544593572617,0.34685703916918664,0.0009105746045668523
60,0.22866013642304983,0.2793876115410101,0.0009075638978642773
61,0.23091419912301578,0.36247559308650945,0.000904508497187474
62,0.20523889670387294,0.26699273926871164,0.0009014087375955575
63,0.18085037647531582,0.27036088962285293,0.0008982649590120983
64,0.16019945759803822,0.20270967235167822,0.0008950775061878453
65,0.10327979598958523,0.11363271446455092,0.00089184672866292
66,0.09775170150857705,0.1373043716663406,0.0008885729807284855
67,0.10539609499466725,0.15696001478603908,0.0008852566213878947
68,0.06327191896927663,0.14538378747446196,0.0008818980143173212
69,0.11808483237639451,0.11393943428993225,0.0008784975278258782
70,0.10553581764300664,0.3334653280852806,0.0008750555348152298
71,0.026279011158606945,0.23843693715475855,0.0008715724127386972
