epoch,train_loss,val_loss
0,0.15591124543484222,0.09672552446840675
1,0.08599236391960306,0.07825852009900816
2,0.07268060850019151,0.0695844689846798
3,0.06337140965017866,0.05907943676326685
4,0.05853078420808975,0.055552236759548734
5,0.05521329064318474,0.05414444193908363
6,0.05229359177198816,0.05004307755808921
7,0.051503332228736674,0.049604208582335975
8,0.05024217928343631,0.048868640592903086
9,0.048403012815942156,0.04765615313296105
10,0.048129773678931786,0.04721194228074353
11,0.04759090122707347,0.046411058468044185
12,0.04633940597797962,0.046103656268233706
13,0.04622070182194101,0.046422971187123824
14,0.04566489223470079,0.04759971655098496
15,0.045050695633634605,0.04364136175792308
16,0.044979278045765896,0.04580717716532148
17,0.04480834763417853,0.04442584270219894
18,0.044101733016840956,0.048010240219960545
19,0.0441479836214096,0.043565992906594735
20,0.043581310770613085,0.04316659075961371
21,0.04341060000848263,0.04429103365274751
22,0.04337044643594864,0.04250675412547437
23,0.04269723930257432,0.044774881225957235
24,0.04249551437319593,0.04322233659683899
25,0.043269575434796356,0.04254004865837325
26,0.04198939881109177,0.041765148425178165
27,0.042130102898846285,0.04203585217333144
28,0.041475175780818815,0.04303627973719008
29,0.04234801461087896,0.04206579549914333
30,0.041749374457496276,0.040653273688664865
31,0.04084476444949495,0.04171425049566919
32,0.041272640798954256,0.04202572599195751
33,0.041942597228161835,0.041155030286520906
34,0.04079348568586593,0.04024337942765397
35,0.04047521479586338,0.040729562591785076
36,0.04077438120829298,0.04130484440191916
37,0.0409613440486979,0.04043468410611912
38,0.040477601105862474,0.041527267604781565
39,0.040448841975724445,0.04015283488259194
40,0.0403968391266275,0.04233620422566013
41,0.040106022151860786,0.04109877298117443
42,0.040072177826090065,0.04060313542177723
43,0.03995991685289018,0.04329572481571869
44,0.039860379442255546,0.039743187499179204
45,0.03947528662516716,0.03992717491261139
46,0.03954504300305184,0.039456316702969514
47,0.039813703583910114,0.03877273258889557
48,0.03940073370616487,0.04002488384343636
49,0.03969355204955061,0.03970776788985274
50,0.039511968179586084,0.040203822717355314
51,0.03937358561348408,0.042436343754173086
52,0.03929547694452266,0.04012540603281966
53,0.0392054114728532,0.039335205628993404
54,0.03907828045652268,0.03933961535240434
55,0.0393007737049397,0.03888014861779988
56,0.039269741323400054,0.03956853648184971
57,0.038681424868867754,0.03985891033224999
58,0.03877335861325264,0.03879930481172291
59,0.038600195175472723,0.03900214610917933
60,0.039039697292003225,0.03901914864256503
61,0.0388167623509752,0.03828471374644595
62,0.038783352600133165,0.03892537949096625
63,0.03880413215052574,0.03850744920931044
64,0.03855104389342856,0.04083322052648113
65,0.038527775254655394,0.03930860836130039
66,0.03857162333232291,0.03921133552671997
67,0.0384638711334543,0.03889345607844887
68,0.03824135443948685,0.03901265458364016
69,0.038076652935210696,0.03998265338314187
70,0.03867604391688996,0.03897137585196905
71,0.038905196414983016,0.03834555616044694
72,0.03796339502677004,0.03865693019596255
73,0.038018437712750534,0.03974520552689862
74,0.03837312114365558,0.03958154090081051
75,0.037869544121179176,0.03795693317653647
76,0.03824014321286628,0.0396745267092802
77,0.03813280856355708,0.03856679298885309
78,0.0379174531615795,0.040097501935662735
79,0.03830563232619712,0.037777835491356576
80,0.03755822933893255,0.03874878275688667
81,0.037862075770154914,0.039510117938658995
82,0.0378791019003442,0.03868278933416126
83,0.03767511380162645,0.03787439416168602
84,0.03780494267319111,0.03766457550227642
85,0.03766200759626449,0.038297134386316226
86,0.03773470923621604,0.038013677545793496
87,0.03787436350545985,0.03827151695301958
88,0.037760344916518696,0.037599937183557045
89,0.03735485368586601,0.03786464603795747
90,0.03771329683826325,0.03813015007574087
91,0.03782825634834614,0.03861652489063466
92,0.03796314586033212,0.03913558775167556
93,0.03765145939715365,0.03767098374902063
94,0.0377263124635879,0.038248670613689785
95,0.03759798562907158,0.038046563032326425
96,0.03758731831578498,0.037305754674657896
97,0.03777170795551006,0.037632741817053714
98,0.037877980009355446,0.03809783655177256
99,0.037341454141634575,0.037616514820297056
100,0.03755017947009269,0.0375877090723841
101,0.037316789858518766,0.037645040008767394
102,0.037244280903263295,0.03757503726015425
103,0.03724763039895829,0.03744127631045071
104,0.037300537051038536,0.038133729628886386
105,0.03717004360353693,0.03784110081518532
106,0.03703463629997791,0.03719682216786655
107,0.037147639588789735,0.03844040562250432
108,0.03716390667126534,0.03725664952330908
109,0.037006847417735036,0.037049572879246845
110,0.03670766990869603,0.03741386513801137
111,0.03703383857265432,0.03752986011896164
112,0.03701884205988113,0.037269317064505474
113,0.03669426642516826,0.0373600711512148
114,0.036847493639017674,0.037336421383034654
115,0.03712103056939359,0.038133878593042396
116,0.03706854011942731,0.03824527847586544
117,0.03667045862592281,0.037125078047726565
118,0.03711449092531458,0.03735129984843123
119,0.036758734388871395,0.037292899374084865
